0.000000 0.003810 1.052386
1.000000 0.003810 1.052386
0.000000 0.007619 1.052524
1.000000 0.007619 1.052524
0.000000 0.011429 1.052539
1.000000 0.011429 1.052539
0.000000 0.015238 1.052594
1.000000 0.015238 1.052594
0.000000 0.019048 1.051621
1.000000 0.019048 1.051621
0.000000 0.022857 1.052366
1.000000 0.022857 1.052366
0.000000 0.026667 1.052123
1.000000 0.026667 1.052123
0.000000 0.030476 1.052320
1.000000 0.030476 1.052320
0.000000 0.034286 1.051982
1.000000 0.034286 1.051982
0.000000 0.038095 1.052820
1.000000 0.038095 1.052820
0.000000 0.041905 1.052554
1.000000 0.041905 1.052554
0.000000 0.045714 1.052828
1.000000 0.045714 1.052828
0.000000 0.049524 1.052678
1.000000 0.049524 1.052678
0.000000 0.053333 1.052586
1.000000 0.053333 1.052586
0.000000 0.057143 1.052651
1.000000 0.057143 1.052651
0.000000 0.060952 1.052561
1.000000 0.060952 1.052561
0.000000 0.064762 1.051945
1.000000 0.064762 1.051945
0.000000 0.068571 1.051696
1.000000 0.068571 1.051696
0.000000 0.072381 1.051505
1.000000 0.072381 1.051505
0.000000 0.076190 1.052064
1.000000 0.076190 1.052064
0.000000 0.080000 1.052475
1.000000 0.080000 1.052475
0.047619 0.003810 1.051553
0.952381 0.003810 1.051553
0.047619 0.007619 1.034934
0.952381 0.007619 1.034934
0.047619 0.011429 1.023882
0.952381 0.011429 1.023882
0.047619 0.015238 1.015989
0.952381 0.015238 1.015989
0.047619 0.019048 1.006914
0.952381 0.019048 1.006914
0.047619 0.022857 0.999108
0.952381 0.022857 0.999108
0.047619 0.026667 0.989330
0.952381 0.026667 0.989330
0.047619 0.030476 0.981941
0.952381 0.030476 0.981941
0.047619 0.034286 0.972466
0.952381 0.034286 0.972466
0.047619 0.038095 0.962622
0.952381 0.038095 0.962622
0.047619 0.041905 0.954381
0.952381 0.041905 0.954381
0.047619 0.045714 0.946391
0.952381 0.045714 0.946391
0.047619 0.049524 0.949707
0.952381 0.049524 0.949707
0.047619 0.053333 0.954220
0.952381 0.053333 0.954220
0.047619 0.057143 0.958850
0.952381 0.057143 0.958850
0.047619 0.060952 0.964074
0.952381 0.060952 0.964074
0.047619 0.064762 0.967433
0.952381 0.064762 0.967433
0.047619 0.068571 0.971309
0.952381 0.068571 0.971309
0.047619 0.072381 0.976070
0.952381 0.072381 0.976070
0.047619 0.076190 0.977831
0.952381 0.076190 0.977831
0.047619 0.080000 0.980583
0.952381 0.080000 0.980583
0.095238 0.003810 1.067785
0.904762 0.003810 1.067785
0.095238 0.007619 1.046125
0.904762 0.007619 1.046125
0.095238 0.011429 1.030300
0.904762 0.011429 1.030300
0.095238 0.015238 1.015728
0.904762 0.015238 1.015728
0.095238 0.019048 1.003204
0.904762 0.019048 1.003204
0.095238 0.022857 0.989944
0.904762 0.022857 0.989944
0.095238 0.026667 0.976677
0.904762 0.026667 0.976677
0.095238 0.030476 0.962592
0.904762 0.030476 0.962592
0.095238 0.034286 0.950775
0.904762 0.034286 0.950775
0.095238 0.038095 0.935662
0.904762 0.038095 0.935662
0.095238 0.041905 0.921332
0.904762 0.041905 0.921332
0.095238 0.045714 0.913869
0.904762 0.045714 0.913869
0.095238 0.049524 0.902865
0.904762 0.049524 0.902865
0.095238 0.053333 0.894137
0.904762 0.053333 0.894137
0.095238 0.057143 0.881617
0.904762 0.057143 0.881617
0.095238 0.060952 0.876380
0.904762 0.060952 0.876380
0.095238 0.064762 0.865659
0.904762 0.064762 0.865659
0.095238 0.068571 0.867442
0.904762 0.068571 0.867442
