0.	0.	Indeterminate
1.	0.	Indeterminate
0.	1.	Indeterminate
1.	1.	Indeterminate
0.	0.019608	1.0526304963048345
1.	0.019608	1.0526304963048345
0.	0.039216	1.052629577215417
1.	0.039216	1.052629577215417
0.	0.058824	1.0526286532241427
1.	0.058824	1.0526286532241427
0.	0.078431	1.0526338892194371
1.	0.078431	1.0526338892194371
0.	0.098039	1.0526329319324168
1.	0.098039	1.0526329319324168
0.	0.117647	1.0526319559520376
1.	0.117647	1.0526319559520376
0.	0.137255	1.0526309319177634
1.	0.137255	1.0526309319177634
0.	0.156863	1.052629834791387
1.	0.156863	1.052629834791387
0.	0.176471	1.0526286395087234
1.	0.176471	1.0526286395087234
0.	0.196078	1.052634811008114
1.	0.196078	1.052634811008114
0.	0.215686	1.0526337509125827
1.	0.215686	1.0526337509125827
0.	0.235294	1.0526325681808997
1.	0.235294	1.0526325681808997
0.	0.254902	1.0526312261098758
1.	0.254902	1.0526312261098758
0.	0.27451	1.0526296768077035
1.	0.27451	1.0526296768077035
0.	0.294118	1.0526278553492867
1.	0.294118	1.0526278553492867
0.	0.313725	1.05263725978693
1.	0.313725	1.05263725978693
0.	0.333333	1.052635873476831
1.	0.333333	1.052635873476831
0.	0.352941	1.0526341438883426
1.	0.352941	1.0526341438883426
0.	0.372549	1.0526319063341747
1.	0.372549	1.0526319063341747
0.	0.392157	1.0526288781041384
1.	0.392157	1.0526288781041384
0.	0.411765	1.0526245245769994
1.	0.411765	1.0526245245769994
0.	0.431373	1.0526177008452173
1.	0.431373	1.0526177008452173
0.	0.45098	1.052648447704129
1.	0.45098	1.052648447704129
0.	0.470588	1.0526484312944986
1.	0.470588	1.0526484312944986
0.	0.490196	1.0526484322923277
1.	0.490196	1.0526484322923277
0.	0.509804	1.0526484326946348
1.	0.509804	1.0526484326946348
0.	0.529412	1.0526484315637819
1.	0.529412	1.0526484315637819
0.	0.54902	1.0526484478737583
1.	0.54902	1.0526484478737583
0.	0.568627	1.0526177008215778
1.	0.568627	1.0526177008215778
0.	0.588235	1.0526245246018524
1.	0.588235	1.0526245246018524
0.	0.607843	1.0526288781454647
1.	0.607843	1.0526288781454647
0.	0.627451	1.0526319063330685
1.	0.627451	1.0526319063330685
0.	0.647059	1.052634143886788
1.	0.647059	1.052634143886788
0.	0.666667	1.0526358734886936
1.	0.666667	1.0526358734886936
0.	0.686275	1.0526372598229443
1.	0.686275	1.0526372598229443
0.	0.705882	1.0526278553416388
1.	0.705882	1.0526278553416388
0.	0.72549	1.05262967681652
1.	0.72549	1.05262967681652
0.	0.745098	1.0526312261122102
1.	0.745098	1.0526312261122102
0.	0.764706	1.0526325681865234
1.	0.764706	1.0526325681865234
0.	0.784314	1.0526337508989767
1.	0.784314	1.0526337508989767
0.	0.803922	1.0526348110351027
1.	0.803922	1.0526348110351027
0.	0.823529	1.0526286395279467
1.	0.823529	1.0526286395279467
0.	0.843137	1.0526298347940075
1.	0.843137	1.0526298347940075
0.	0.862745	1.0526309319162983
1.	0.862745	1.0526309319162983
0.	0.882353	1.0526319559497088
1.	0.882353	1.0526319559497088
0.	0.901961	1.0526329319337735
1.	0.901961	1.0526329319337735
0.	0.921569	1.0526338892216056
1.	0.921569	1.0526338892216056
0.	0.941176	1.0526286532249536
1.	0.941176	1.0526286532249536
0.	0.960784	1.0526295772162266
1.	0.960784	1.0526295772162266
0.	0.980392	1.0526304963012851
1.	0.980392	1.0526304963012851
0.019608	0.	0.9433954434402471
0.980392	0.	0.9433954434402475
0.019608	1.	0.9433954407427491
0.980392	1.	0.9433954407427495
0.019608	0.019608	0.991944830074705
0.980392	0.019608	0.9919448300747052
0.019608	0.039216	1.0120400886364493
0.980392	0.039216	1.0120400886364496
0.019608	0.058824	1.024095965036829
0.980392	0.058824	1.0240959650368293
0.019608	0.078431	1.0319403318192917
0.980392	0.078431	1.031940331819292
0.019608	0.098039	1.037264667033396
0.980392	0.098039	1.0372646670333965
0.019608	0.117647	1.040999232521501
0.980392	0.117647	1.0409992325215012
0.019608	0.137255	1.0436901790553812
0.980392	0.137255	1.0436901790553812
0.019608	0.156863	1.0456752110906256
0.980392	0.156863	1.0456752110906256
0.019608	0.176471	1.047169942575045
0.980392	0.176471	1.047169942575045
0.019608	0.196078	1.048323138345705
0.980392	0.196078	1.048323138345705
0.019608	0.215686	1.0492155561702068
0.980392	0.215686	1.0492155561702068
0.019608	0.235294	1.0499195004171844
0.980392	0.235294	1.0499195004171844
0.019608	0.254902	1.0504808106885304
0.980392	0.254902	1.0504808106885293
0.019608	0.27451	1.050932255402557
0.980392	0.27451	1.050932255402557
0.019608	0.294118	1.0512976425951206
0.980392	0.294118	1.0512976425951206
0.019608	0.313725	1.0516060370009317
0.980392	0.313725	1.0516060370009317
0.019608	0.333333	1.051848718306519
0.980392	0.333333	1.051848718306519
0.019608	0.352941	1.0520460133919798
0.980392	0.352941	1.0520460133919798
0.019608	0.372549	1.0522053181928244
0.980392	0.372549	1.0522053181928244
0.019608	0.392157	1.052332114989986
0.980392	0.392157	1.052332114989986
0.019608	0.411765	1.0524302574011553
0.980392	0.411765	1.0524302574011553
0.019608	0.431373	1.0525019081251386
0.980392	0.431373	1.0525019081251386
0.019608	0.45098	1.052589533133251
0.980392	0.45098	1.052589533133251
0.019608	0.470588	1.0526265406635866
0.980392	0.470588	1.0526265406635866
0.019608	0.490196	1.0526447786911246
0.980392	0.490196	1.0526447786911246
0.019608	0.509804	1.052644778815581
0.980392	0.509804	1.052644778815581
0.019608	0.529412	1.0526265406508915
0.980392	0.529412	1.0526265406508915
0.019608	0.54902	1.0525895331213364
0.980392	0.54902	1.0525895331213364
0.019608	0.568627	1.052501908126295
0.980392	0.568627	1.052501908126295
0.019608	0.588235	1.0524302574061917
0.980392	0.588235	1.0524302574061917
0.019608	0.607843	1.0523321149901967
0.980392	0.607843	1.0523321149901967
0.019608	0.627451	1.0522053181922422
0.980392	0.627451	1.0522053181922422
0.019608	0.647059	1.0520460133917455
0.980392	0.647059	1.0520460133917455
0.019608	0.666667	1.0518487183074319
0.980392	0.666667	1.0518487183074319
0.019608	0.686275	1.051606037000424
0.980392	0.686275	1.051606037000424
0.019608	0.705882	1.0512976425948013
0.980392	0.705882	1.0512976425948013
0.019608	0.72549	1.0509322554026932
0.980392	0.72549	1.0509322554026932
0.019608	0.745098	1.0504808106884431
0.980392	0.745098	1.050480810688442
0.019608	0.764706	1.0499195004175974
0.980392	0.764706	1.0499195004175974
0.019608	0.784314	1.0492155561700571
0.980392	0.784314	1.0492155561700571
0.019608	0.803922	1.0483231383457983
0.980392	0.803922	1.0483231383457983
0.019608	0.823529	1.047169942574961
0.980392	0.823529	1.047169942574961
0.019608	0.843137	1.0456752110908178
0.980392	0.843137	1.0456752110908178
0.019608	0.862745	1.0436901790554822
0.980392	0.862745	1.0436901790554822
0.019608	0.882353	1.040999232521416
0.980392	0.882353	1.0409992325214161
0.019608	0.901961	1.0372646670334071
0.980392	0.901961	1.0372646670334076
0.019608	0.921569	1.031940331819215
0.980392	0.921569	1.0319403318192153
0.019608	0.941176	1.0240959650367556
0.980392	0.941176	1.024095965036756
0.019608	0.960784	1.012040088636469
0.980392	0.960784	1.0120400886364695
0.019608	0.980392	0.9919448300746835
0.980392	0.980392	0.9919448300746837
0.039216	0.	0.8637499145974159
0.960784	0.	0.8637499145974157
0.039216	1.	0.8637499121700193
